ArtistID,Name,Role,PrimaryProfession,Gender,Photo,DateOfBirth,Place,Country,TwitterID,Biography,Filmography,UpcomingMovies,UnknownFacts,News,Videos,Gallery,Awards,Wikidata_name,QID,Wikipedia
7354,Channing Tatum,"Actor,Producer",Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/channing-tatum-7354.jpg,26 Apr 1980,"Cullman, Alabama",US,,"Channing Matthew Tatum born in April 26, 1980 is an American actor and film producer. He began his career as a fashion model before turning to film roles, having starred in She's the Man (2006), Step Up (2006), Fighting (2009), Public Enemies (2009), G.I. Joe: The Rise of Cobra (2009), and Dear John (2010).Early lifeChanning Tatum was born in Cullman, Alabama, the son of Kay, an airline worker, and Glenn Tatum, who worked in construction. His ancestry includes Irish, French and Native American. Tatum's family moved to Mississippi when he was six, and he grew up in the bayous near the Mississippi River, where he enjoyed a rural existence.Tatum was athletic while growing up, playing football, soccer, track, baseball, and performing martial arts; he has said that ""girls were always [his] biggest distraction in school."" As a child, he practiced kung fu. Tatum spent most of his teenage years in the Tampa, Florida area and initially attended Gaither High School before going to Tampa Catholic High School. He graduated in 1998 and was voted most athletic. Afterward, Tatum was awarded a football scholarship to Glenville State College in Glenville, West Virginia, but he turned it down. He returned home and started working odd jobs. US Weekly reported that around this time Tatum began working as an exotic dancer at a local nightclub, under the name ""Chan Crawford."" In 2010, he told an Australian newspaper that he would like to make a movie about his experiences as a stripper, saying, ""I've already got the director picked out. I'd like Nicolas Refn, who did the movie Bronson, to do it because he's insane for it."" He later moved to Miami, where he was discovered on the street by a model talent scout.CareerEarly workTatum was first cast as a dancer in Ricky Martin's ""She Bangs"" music video, after an audition in Orlando, Florida; he was paid $400 for the job. His first experience was in the fashion industry as a model, working for such noted clients such as Armani and Abercrombie & Fitch. He soon moved into television commercials, landing national spots for Mountain Dew and Pepsi in 2002. He subsequently signed with a modelling agency in Miami, Page 305 (Page Parkes Modeling Agency), and appeared in Vogue magazine. He soon appeared in campaigns for Abercrombie & Fitch, Nautica, Dolce & Gabbana, American Eagle Outfitters, and Emporio Armani. He was picked as one of Tear Sheet magazine's ""50 Most Beautiful Faces"" of October 2001. Tatum also signed with Beatrice Model agency in Milan, Italy and Ford Models in New York City.Tatum has said that his modeling career has helped him with his life, specifying that ""It's made my life, and my family's life, a lot easier, because I never knew what I wanted to do and now they don't really have to worry about me anymore. I've been able to explore life, and through exploring it I've found that I love art, I love writing, I love acting, I love all the things that make sense to me. And I've been given the chance to go out and see the world, and to see all the things out there. Not everyone gets that chance"". 2004–2007In 2004, Tatum started his acting career, appearing in an episode of the television series CSI: Miami. His first feature film role was in 2005's high school drama, Coach Carter, playing Jason Lyle, a basketball player opposite Samuel L. Jackson; Tatum also appeared in rapper Twista's ""Hope"" music video, which accompanied the film. In the same year, Tatum had a role as a factory endorsed top motocross racer in Supercross, and part of the supporting cast in Havoc. He was also in Ciara's music video, Get Up, which featured Chamillionare. Although Tatum has said that he loves modeling, he has taken a break from the profession to concentrate on his acting career, saying that he prefers making more mature films.Tatum was originally scheduled to play Genghis Khan in the film Mongol, but was replaced by actor Tadanobu Asano. He was eventually cast in the film She's the Man, where he plays Duke, the love interest of Viola Hastings, Amanda Bynes's character. The film opened on March 17, 2006, and it was a modest success at the box office, grossing about $57 million worldwide.That same year, in 2006, Tatum starred in Step Up, a dance-themed romance, playing a rebellious hip-hop dancer who must partner with a ballerina who is in training played by Jenna Dewan which opened on August 11, 2006. The film earned a total of $21 million in its opening weekend and $114 million worldwide. Later that year, Tatum played in the 1980s-set drama A Guide to Recognizing Your Saints starring Robert Downey, Jr. and Shia LaBeouf, in which he plays Antonio, a street youth in Astoria, Queens who uses his fists to solve problems. Tatum has described the latter film as his ""first dramatic role""; his performance received positive notices at the 2006 Sundance Film Festival, where the film premiered. The acclaim continued when he received an Independent Spirit Award nomination for ""Best Supporting Actor"". 2008–presentIn 2008, Tatum co-starred in director Kimberly Peirce's film Stop-Loss, about soldiers returning home from the Iraq War, and in director Stuart Townsend's film Battle in Seattle, about the 1999 protest of the World Trade Organization meeting in Seattle. Tatum played in the indie film The Trap, which was directed by Rita Wilson. He was chosen for a role in the film Poor Things, starring Lindsay Lohan, Shirley MacLaine, Rosario Dawson, and Olympia Dukakis, but had to turn it down because of scheduling conflicts.Tatum and Dito Montiel, who worked together on A Guide to Recognizing Your Saints, reteamed on the action drama Fighting for Rogue Pictures. Tatum starred as Sean McArthur, a young man who scrapes up a living scalping tickets in New York City. Tatum next appeared in writer/director/producer Michael Mann's 2009 crime drama Public Enemies, playing the 1930s American gangster Pretty Boy Floyd. The same year, Tatum starred as Duke in G.I. Joe: The Rise of Cobra, Paramount Pictures' live-action film based on the popular Hasbro action figures. He also played a soldier in Dear John, a Screen Gems film based on a popular Nicholas Sparks bestseller.Tatum and Dito Montiel will join forces again when Channing stars in 2010's action thriller The Brotherhood of the Rose. Montiel will both write and direct the film. The story is a cat-and-mouse espionage tale about two orphans raised by a top CIA agent to become assassins. When their operations go awry, they find themselves on the run, caught in a conspiracy and hunted by the most dangerous spies in the world. The book was previously adapted as a two-part NBC miniseries in 1989 that starred David Morse, Peter Strauss, Connie Sellecca, and Robert Mitchum.Tatum suffered a burn injury from an accident while filming The Eagle of the Ninth in Scotland. A crew member poured boiling water down Tatum's wetsuit, having forgotten to dilute the boiling water with cold river water, a technique used to keep actors warm during the shooting of a river-scene. Tatum attempted to pull the wetsuit away from his body, but the water poured down into the crotch of his wetsuit and severely burned his penis. Tatum reported the boiling water ""pretty much burned the skin off the head of my dick"" and that ""it was the most painful thing I have ever experienced in my life."" However, Tatum reports that ""Now my penis is fantastic! One hundred percent recovered.""Along with friends Reid Carolin, Adam Martingano, Brett Rodriguez, and wife Jenna Dewan, Tatum has started a production company called 33andOut Productions. Their first production is a documentary called Earth Made of Glass that follows the Rwandan President Paul Kagame and genocide survivor Jean-Pierre Sagahutu. The film was selected to premiere at the 2010 Tribeca Film Festival.Tatum is currently in negotiations to star alongside Jonah Hill in the film adaptation of 21 Jump Street.Personal lifeIn 2006, Tatum met Jenna Dewan on the set of Step Up. They began dating shortly after filming had finished. The couple became engaged in early September 2008 in Maui, Hawaii. On Saturday, July 11, 2009, they were married on the grounds of Church Estates Vineyards in Malibu, California. ",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=7354,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=7354,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=7354,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=7354,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=7354,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=7354,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=7354,Channing Tatum,Q212064,https://en.wikipedia.org/wiki/Channing_Tatum
45425,Rohini (Serial Actress),Actress,Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/rohini-20190722093236-45425.jpg,,Vishakapatnam,IN,,"Rohini Noni is a South Indian television actress, she played one of the lead roles in Zee Telugu's Koncham Ishtam Koncham Kashtam. She did her schooling in Vishakapatnam, currently living in Hyderabad.Bigg Boss Telugu Season 3Rohini is currently one of the contestants in Bigg Boss Telugu Season 3.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=45425,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=45425,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=45425,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=45425,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=45425,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=45425,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=45425,Rohini,Q277662,https://en.wikipedia.org/wiki/Rohini_(actress)
9667,Kochu Preman,Actor,Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/kochu-preman-20190513100849-9667.jpg,01 Jun 1955,,IN,,Kochu Preman aka K S Premkumar was a Malayalam actor known for his comedy roles. Kochu Preman has acted in more than 100 films. He also appears in television.,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=9667,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=9667,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=9667,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=9667,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=9667,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=9667,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=9667,Kochu Preman,Q14950285,https://en.wikipedia.org/wiki/Kochu_Preman
2474,Christian Colson,Producer,Producer,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/christian-colson-2474.jpg,15 Sep 1968,,GB,,"Christian Colson, is a British film producer. He is best known as the producer of the 2008 film Slumdog Millionaire, for which he received numerous awards including the Academy Award, Golden Globe Award and BAFTA Award for best picture.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=2474,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=2474,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=2474,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=2474,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=2474,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=2474,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=2474,Christian Colson,Q144896,https://en.wikipedia.org/wiki/Christian_Colson
2679,Lokesh,Actor,Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/lokesh-2679.jpg,,Khairthal,IN,,"Lokesh was a Kannada film actor, who had acted in well-known Kannada films such as Bhootayyana Maga Ayyu, Kaadu and Kaakanakote. His wife Girija Lokesh is a film actress and film director. Lokesh died in 2004 after a prolonged illness. He is the son of Late Subbaiah Naidu, who is credited to be the first hero of Kananda silent movies. His son Srujan Lokesh is a well known Kannada actor and daughter Pooja Lokesh is a well known TV actress.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=2679,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=2679,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=2679,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=2679,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=2679,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=2679,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=2679,Lokesh,Q6668645,https://en.wikipedia.org/wiki/Lokesh
49839,Amit Pandey,Actor,Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/amit-pandey-20210620172513-49839.jpg,07 Mar 1993,,IN,,"Amit Pandey is an Indian actor, known for playing supporting roles in TV shows such as Udaan, ""Ek mahanayak B R Ambedkar"", ""collector bahu"", the comedy ""Kya Hal Mr panchaal"", and Agnifera. He began his acting career in 'Doordarshan' ""collector bahu"", and later appeared in biography of B R Ambedkar for &TV",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=49839,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=49839,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=49839,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=49839,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=49839,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=49839,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=49839,Amit Pandey,Q109462098,
40240,Mohit Baghel,Actor,Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/mohit-baghel-20200523180753-40240.jpg,,,,,"Mohit Baghel was an Indian film actor, known for his work in Bollywood movies. He is best known for his role in Salman Khan's Ready.He died on May 23, was under treatment for cancer.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=40240,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=40240,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=40240,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=40240,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=40240,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=40240,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=40240,Mohit Baghel,Q29823908,
36913,Priyanka Jain,Actress,Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/priyanka-jain-20230830202302-36913.jpg,02 Jul 1998,"Mumbai, Maharashtra",IN,,"Priyanka Jain is an Indian Model and actress, who has worked predominantly in the Kannada and Telugu industry. Shobha Shetty became popular after playing the role of Ammulu in Telugu serial ""Mouna Raagam"". Priyanka made her acting debut in Anup Bhandari's RangiTaranga. She appeared in many television serials both in Tamil and Telugu like Mounaraagam, Kaatrin Mozhi, Intiki Deepam Illalu, etc.,Bigg Boss Telugu Season 7Priyanka Jain participating in the Telugu reality show Bigg Boss Telugu Season 7. She enter the house as the first contestant on September 3rd, 2023 hosted by King Nagarjuna.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=36913,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=36913,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=36913,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=36913,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=36913,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=36913,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=36913,Priyanka Jain,,
5413,Jeff Bridges,Actor,Actor,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/jeff-bridges-5413.jpg,04 Dec 1949,"Los Angeles, California",US,,"Jeffrey Leon ""Jeff"" Bridges born in December 4, 1949 is an American actor and musician. His most notable films include The Big Lebowski, King Kong, The Last Picture Show, Thunderbolt and Lightfoot, Tron, Starman, The Fabulous Baker Boys, Seabiscuit, K-PAX, The Fisher King, Fearless, The Contender, Iron Man, Tron: Legacy, True Grit and Crazy Heart, for which he won the Academy Award for Best Actor in a Leading Role at the 82nd Academy Awards.Early lifeJeffrey Bridges was born in Los Angeles, California, the son of actress and writer Dorothy Bridges (née Simpson) and actor Lloyd Bridges. He has an older brother, actor Beau Bridges, and a younger sister, Lucinda. Another brother, Garrett, died of sudden infant death syndrome in 1948. Growing up, Bridges shared a close relationship with his brother Beau, who acted as a surrogate father when their father was working. Bridges and his siblings were raised in the Holmby Hills section of Los Angeles. He served in the U.S. Coast Guard in the late 1960s, and as a reservist in the early 1970s.Film careerIn his youth, Bridges, as well as his brother Beau, made occasional appearances on their father's show Sea Hunt (1958–1961) and the CBS anthology series, The Lloyd Bridges Show (1962–1963).His first major role was in the 1971 movie The Last Picture Show for which he garnered a nomination for the Academy Award for Best Supporting Actor. He was nominated again for the same award for his performance opposite Clint Eastwood in the 1974 film Thunderbolt and Lightfoot. In 1976, he starred as the protagonist Jack Prescott in the first remake of King Kong, opposite Jessica Lange. This film was a huge commercial success, earning back $90 million worldwide, more than triple its $23 million budget, and also winning an Academy Award for special effects.One of his better known roles was in the 1982 science-fiction cult classic Tron, in which he played Kevin Flynn, a video game programmer (a role he reprised in late 2010 with the sequel Tron: Legacy). He was nominated for the Academy Award for Best Actor in 1984 for playing the alien in Starman. He was also acclaimed for his roles in the thriller Against All Odds and the crime drama Jagged Edge. His role in Fearless is recognized by some critics to be one of his best performances. One critic dubbed it a masterpiece; Pauline Kael wrote that he ""may be the most natural and least self-conscious screen actor that has ever lived"". He also starred as ""The Dude"" in the Coen Brothers' cult-classic film The Big Lebowski.In 2000, he received his fourth Academy Award nomination for his role in The Contender. He also starred in the 2005 Terry Gilliam movie Tideland, his second with the director (the first being 1991's The Fisher King). He shaved his trademark mane of hair to play the role of Obadiah Stane in the 2008 Marvel comic book adaptation Iron Man. In July 2008, at the San Diego Comic-Con International, he appeared in a teaser for TRON: Legacy, shot as concept footage for director Joseph Kosinski; this developed into a full 3D feature release in 2010.In 2010, Bridges won the Academy Award for Best Actor, Golden Globe for Best Actor in a Drama, and the Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Leading Role for his role as Bad Blake in the film Crazy Heart. (Bridges is one of the oldest actors ever to win an Academy Award; he was also one of the youngest actors ever to be nominated. In 2010, he won his Oscar for Crazy Heart at the age of 60; in 1972, he was nominated for The Last Picture Show at age 22.)He received his sixth Academy Award nomination for his role in True Grit, a collaboration with the Coen brothers in which he starred alongside Matt Damon, Josh Brolin, Barry Pepper, and Hailee Steinfeld. Both the film, and Bridges' performance as Rooster Cogburn, were critically praised.Other workBridges had been an amateur photographer since high school, and began taking photographs on movie sets during Starman, at the suggestion of co-star Karen Allen. He has published many of these photographs online and in the 2003 Pictures: Photographs by Jeff Bridges.Bridges is also a cartoonist. Some of his ""doodles"" have appeared in films including K-PAX and The Door in the Floor. Bridges narrated the documentary Lost in La Mancha (2002), about the ""unmaking"" of a Terry Gilliam retelling of Don Quixote, tentatively titled The Man Who Killed Don Quixote, which would have starred Johnny Depp as Sancho Panza and Jean Rochefort as the quixotic hero. Bridges also narrated the documentaries Lewis & Clark: Great Journey West (2002, IMAX), Raising the Mammoth (2000, TV), and The Heroes of Rock and Roll (1979, TV). He also voiced the character Big Z in the animated picture Surf's Up.Bridges has performed TV commercial voice-over work as well, including Hyundai's 2007 ""Think About It"" advertisement campaign as well as the Duracell advertisements in the ""Trusted Everywhere"" campaign.On January 15, 2010 Bridges performed the song ""I Don't Know"" from Crazy Heart on The Tonight Show with Conan O'Brien. In the film The Contender, in which he co-starred, Bridges recorded a version of Johnny Cash's standard ""Ring of Fire"" with Kim Carnes that played over the pivotal opening credits.In February 2010, he was among the nearly 80 musicians to sing on the charity-single remake of We Are the World.On December 18, 2010, Bridges hosted NBC's Saturday Night Live; he had hosted the show before in 1983 with his brother, Beau. With the December 18, 2010 episode, Bridges beat Sigourney Weaver's record for longest gap between hosting appearances on SNL (Weaver had a 24-year gap between her first time hosting in 1986 and her second time hosting in 2010, while Bridges had a 27-year gap between his first appearance in 1983 and his most recent one, also in 2010).Personal lifeBridges married Susan Geston in 1977. They met on the movie shoot of Rancho Deluxe, which was filmed on a ranch where Geston was working as a maid. They have three daughters: Isabelle (born in 1981), Jessica Lily (born in 1983), and Hayley Roselouise (born in 1985). Bridges is also a known cannabis user; in an interview, he admitted to giving up smoking marijuana during the filming of The Big Lebowski, but says he has not ""permanently kicked the habit.""Bridges has studied Buddhism and has referred to himself as ""A Buddhistly bent guy sounds kind of right. I haven’t taken the refuge vows... Just like I have so much resistance to this Buddhist stuff. I’m attracted, but I’m a human being, I’m attached to myself, and I kind of dig it. You know?""Bridges meditates for half an hour before beginning work on a film set",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=5413,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=5413,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=5413,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=5413,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=5413,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=5413,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=5413,Jeff Bridges,Q174843,https://en.wikipedia.org/wiki/Jeff_Bridges
2854,Kavitha Lankesh,"Director,Producer,Actress",Director,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/kavitha-lankesh-2854.jpg,13 Dec 0,,IN,,"Kavitha Lankesh is a renowned filmmaker and director  in the Kannada cinema industry.Lankesh is the younger daughter of the well-known Kannada writer and journalist P. Lankesh. Kavitha holds a Masters in English Literature from the Bangalore University and a diploma in advertising.Kavitha started her film career with a documentary on children's nature camp. Deveeri, a movie based on a short story by P. Lankesh, saw her debut as a director. Deveeri won several State, National and International awards, including the International Critics Award and the National Debut Director Award for Kavitha Lankesh. Deveeri was showcased in several prestigious International Film Festivals.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=2854,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=2854,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=2854,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=2854,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=2854,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=2854,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=2854,Kavitha Lankesh,Q6379310,https://en.wikipedia.org/wiki/Kavitha_Lankesh
56252,Arati Podi,Actress,Actress,female,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/arati-podi-20230220104305-56252.jpg,12 Sep 1995,"Kunnamkulam, Thrissur",IN,,"Arati Podi is an Indian model, actress and fashion designer who appears in Malayalam film industry. After falling in love with Dr.Robin Radhakrishnan, former contestant of Bigg Boss Malayalam Season 4, she rose to prominence. Arati is well-known for her  entrepreneurial skills and modelling. She launched her clothing line 'Podeis' in 2020, which is specialized in bridal wear. Personal LifeArati Podi was born in Kunnamkulam , Thrissur district in Kerala. After completing school education , she earned a bachelor degree in Fashion Designing from Nehru Arts and Science College, Coimbatore.She became popular among audiences by announcing her relationship with Bigg Boss fame Dr.Robin Radhakrishnan. The duo fell in love after Arati interviewed Robin after Bigg Boss. Robin is doctor by profession. Apart from that, he is also a well-known motivational speaker and actor. He was the former contestant of Bigg Boss Malayalam Season 4. After one year of relationship with her beau Dr.Robin Radhakrishnan, she got engaged to him on 19, February 2023.Career LifeAfter completing graduation, she starter her career as a costume designer. Initially she designed the costumes as per customers demand and later, in 2020 she launched her clothing line named ' 'Podeis' in Kochi, Ernakulam. Apart from this, she also appeared in several movies and television shows in Malayalam.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=56252,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=56252,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=56252,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=56252,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=56252,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=56252,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=56252,Arati Podi,Q115156677,
29364,Sai Madhav Burra,"Dialogues,Lyricst,Screenplay",Dialogues,male,https://www.filmibeat.com/img/220x275/popcorn/profile_photos/sai-madhav-burra-20170112114325-29364.jpg,,,,,"Sai Madhav Burra is an Indian film dialogue writer and Lyricst known for his works exclusively in Telugu cinema.He ventured into cinema as a Dialogue writer for films such as Krishnam Vande Jagadgurum, Kanche and Gautamiputra Satakarni.",http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=filmography&celeb-id=29364,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=upcoming-movies&celeb-id=29364,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=unkown-facts&celeb-id=29364,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=news&celeb-id=29364,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=videos&celeb-id=29364,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=gallery&celeb-id=29364,http://www.filmibeat.com/scripts/popcorn/feeds/feed-api-controller.php?action=celeb-data&section=awards&celeb-id=29364,Sai Madhav Burra,Q30069882,https://en.wikipedia.org/wiki/Sai_Madhav_Burra
